Return the largest item in an iterable or the largest of two or more arguments.,max(),2
"Return the number of non-overlapping occurrences of substring d in the range [start, end] of string c.","c.count(d, start, end)",2
Return a new set with elements in the set that are not in the others.,difference(*others),1
Sums start and the items of an iterable from left to right and returns the total.,sum(),2
Return a copy of string a with its first character capitalized and the rest lowercased.,a.capitalize(),2
Add element elem to the set.,add(elem),1
"With one argument, return the type of an object.",type(),2
"Return True if d has a key key, else False.",key in d,1
Return the lowest index in string h where substring i is found within the slice s[start:end]. Optional arguments start and end are interpreted as in slice notation. Return -1 if substring is not found.,"h.find(i, start, end)",2
Retrieve the subsequent item from the iterator.,next(),2
"This static method returns a translation table usable for str.translate().

If there is only one argument, it must be a dictionary mapping Unicode ordinals (integers) or characters (strings of length 1) to Unicode ordinals, strings (of arbitrary lengths) or None. Character keys will then be converted to ordinals.

If there are two arguments, they must be strings of equal length, and in the resulting dictionary, each character in x will be mapped to the character at the same position in y. If there is a third argument, it must be a string, whose characters will be mapped to None in the result.","str.maketrans(x, y, z)",2
The concatenation of the ascii_lowercase and ascii_uppercase constants.,string.ascii_letters,1
printf-style for integer,%d,1
"Return an encoded (utf-8) version of string e, as a bytes object.","e.encode(encoding=""utf-8"")",2
Return a new set with elements common to the set and all others.,intersection(*others),1
"Method sorting list s in place, in descending order.","sort(s, reverse=True)",2
Return a copy of string t with all the cased characters converted to uppercase.,t.upper(),2
Create a new list.,list(),2
delete the first item from s where s[i] is equal to x,s.remove(x),2
Return the “identity” of an object. This is an integer which is guaranteed to be unique and constant for this object during its lifetime.,id(),2
"Test whether the set is a proper superset of other, that is, set >= other and set != other.",set > other,1
Return a floating point number constructed from a number or string x.,float(),2
Return the string representing a character whose Unicode code point is the integer i.,chr(i),1
The string '0123456789'.,string.digits,0
String of ASCII characters which are considered punctuation characters in the C locale.,string.punctuation,0
"String of ASCII characters which are considered printable. This is a combination of digits, ascii_letters, punctuation, and whitespace.",string.printable,0
"A string containing all ASCII characters that are considered whitespace. This includes the characters space, tab, linefeed, return, formfeed, and vertical tab.",string.whitespace,0
this matches any character except a newline,.,0
Matches the start of the string,^,0
Matches the end of the string or just before the newline at the end of the string,$,0
"Causes the resulting RE to match 0 or more repetitions of the preceding RE, as many repetitions as are possible.",*,0
Causes the resulting RE to match 1 or more repetitions of the preceding RE.,+,0
Causes the resulting RE to match 0 or 1 repetitions of the preceding RE.,?,0
"Changes ., *, and ? into non-greedy matching.",?,0
Specifies that exactly m copies of the previous RE should be matched; fewer matches cause the entire RE not to match.,{m},0
"Causes the resulting RE to match from m to n repetitions of the preceding RE, attempting to match as many repetitions as possible.","{m, n}",0
"Either escapes special characters (permitting you to match characters like '*', '?', and so forth), or signals a special sequence; special sequences are discussed below.",\,0
Used to indicate a set of characters for matching.,[],0
matches any character except '5',[^5],0
"Matches the empty string, but only at the beginning or end of a word.",\b,0
"Matches the empty string, but only when it is not at the beginning or end of a word.",\B,0
Matches any Unicode decimal digit,\d,0
Matches any character which is not a decimal digit.,\D,0
